pair_id,scene,frame,split,synthetic_path,real_path,width,height
e1_000128,e1,000128,train,data/synthetic/train/images/e1_000128.png,data/real/train/images/e1_000128.png,544,368
e1_000129,e1,000129,train,data/synthetic/train/images/e1_000129.png,data/real/train/images/e1_000129.png,544,368
e1_000130,e1,000130,train,data/synthetic/train/images/e1_000130.png,data/real/train/images/e1_000130.png,544,368
e1_000131,e1,000131,train,data/synthetic/train/images/e1_000131.png,data/real/train/images/e1_000131.png,544,368
e1_000132,e1,000132,train,data/synthetic/train/images/e1_000132.png,data/real/train/images/e1_000132.png,544,368
e1_000133,e1,000133,train,data/synthetic/train/images/e1_000133.png,data/real/train/images/e1_000133.png,544,368
e1_000134,e1,000134,train,data/synthetic/train/images/e1_000134.png,data/real/train/images/e1_000134.png,544,368
e1_000135,e1,000135,train,data/synthetic/train/images/e1_000135.png,data/real/train/images/e1_000135.png,544,368
e1_000136,e1,000136,train,data/synthetic/train/images/e1_000136.png,data/real/train/images/e1_000136.png,544,368
e1_000137,e1,000137,train,data/synthetic/train/images/e1_000137.png,data/real/train/images/e1_000137.png,544,368
e1_000138,e1,000138,train,data/synthetic/train/images/e1_000138.png,data/real/train/images/e1_000138.png,544,368
e1_000139,e1,000139,train,data/synthetic/train/images/e1_000139.png,data/real/train/images/e1_000139.png,544,368
e1_000140,e1,000140,train,data/synthetic/val/images/e1_000140.png,data/real/val/images/e1_000140.png,544,368
e1_000141,e1,000141,train,data/synthetic/val/images/e1_000141.png,data/real/val/images/e1_000141.png,544,368
e1_000142,e1,000142,train,data/synthetic/val/images/e1_000142.png,data/real/val/images/e1_000142.png,544,368
e1_000143,e1,000143,train,data/synthetic/train/images/e1_000143.png,data/real/train/images/e1_000143.png,544,368
e1_000144,e1,000144,train,data/synthetic/train/images/e1_000144.png,data/real/train/images/e1_000144.png,544,368
e1_000145,e1,000145,train,data/synthetic/train/images/e1_000145.png,data/real/train/images/e1_000145.png,544,368
e1_000146,e1,000146,train,data/synthetic/train/images/e1_000146.png,data/real/train/images/e1_000146.png,544,368
e1_000147,e1,000147,train,data/synthetic/train/images/e1_000147.png,data/real/train/images/e1_000147.png,544,368
e1_000148,e1,000148,train,data/synthetic/val/images/e1_000148.png,data/real/val/images/e1_000148.png,544,368
e1_000149,e1,000149,train,data/synthetic/train/images/e1_000149.png,data/real/train/images/e1_000149.png,544,368
e1_000150,e1,000150,train,data/synthetic/train/images/e1_000150.png,data/real/train/images/e1_000150.png,544,368
e1_000151,e1,000151,train,data/synthetic/train/images/e1_000151.png,data/real/train/images/e1_000151.png,544,368
e1_000152,e1,000152,train,data/synthetic/val/images/e1_000152.png,data/real/val/images/e1_000152.png,544,368
e1_000153,e1,000153,train,data/synthetic/train/images/e1_000153.png,data/real/train/images/e1_000153.png,544,368
e1_000154,e1,000154,train,data/synthetic/train/images/e1_000154.png,data/real/train/images/e1_000154.png,544,368
e1_000155,e1,000155,train,data/synthetic/train/images/e1_000155.png,data/real/train/images/e1_000155.png,544,368
e1_000156,e1,000156,train,data/synthetic/val/images/e1_000156.png,data/real/val/images/e1_000156.png,544,368
e1_000157,e1,000157,train,data/synthetic/train/images/e1_000157.png,data/real/train/images/e1_000157.png,544,368
e1_000158,e1,000158,train,data/synthetic/train/images/e1_000158.png,data/real/train/images/e1_000158.png,544,368
e1_000159,e1,000159,train,data/synthetic/val/images/e1_000159.png,data/real/val/images/e1_000159.png,544,368
e1_000160,e1,000160,train,data/synthetic/train/images/e1_000160.png,data/real/train/images/e1_000160.png,544,368
e1_000161,e1,000161,train,data/synthetic/val/images/e1_000161.png,data/real/val/images/e1_000161.png,544,368
e1_000162,e1,000162,train,data/synthetic/train/images/e1_000162.png,data/real/train/images/e1_000162.png,544,368
e1_000163,e1,000163,train,data/synthetic/train/images/e1_000163.png,data/real/train/images/e1_000163.png,544,368
e1_000164,e1,000164,train,data/synthetic/train/images/e1_000164.png,data/real/train/images/e1_000164.png,544,368
e1_000165,e1,000165,train,data/synthetic/train/images/e1_000165.png,data/real/train/images/e1_000165.png,544,368
e1_000166,e1,000166,train,data/synthetic/train/images/e1_000166.png,data/real/train/images/e1_000166.png,544,368
e1_000167,e1,000167,train,data/synthetic/train/images/e1_000167.png,data/real/train/images/e1_000167.png,544,368
e1_000168,e1,000168,train,data/synthetic/train/images/e1_000168.png,data/real/train/images/e1_000168.png,544,368
e1_000169,e1,000169,train,data/synthetic/train/images/e1_000169.png,data/real/train/images/e1_000169.png,544,368
e1_000170,e1,000170,train,data/synthetic/train/images/e1_000170.png,data/real/train/images/e1_000170.png,544,368
e1_000171,e1,000171,train,data/synthetic/val/images/e1_000171.png,data/real/val/images/e1_000171.png,544,368
e1_000172,e1,000172,train,data/synthetic/train/images/e1_000172.png,data/real/train/images/e1_000172.png,544,368
e1_000173,e1,000173,train,data/synthetic/train/images/e1_000173.png,data/real/train/images/e1_000173.png,544,368
e1_000174,e1,000174,train,data/synthetic/train/images/e1_000174.png,data/real/train/images/e1_000174.png,544,368
e1_000175,e1,000175,train,data/synthetic/val/images/e1_000175.png,data/real/val/images/e1_000175.png,544,368
e1_000176,e1,000176,train,data/synthetic/train/images/e1_000176.png,data/real/train/images/e1_000176.png,544,368
e1_000177,e1,000177,train,data/synthetic/train/images/e1_000177.png,data/real/train/images/e1_000177.png,544,368
e1_000178,e1,000178,train,data/synthetic/val/images/e1_000178.png,data/real/val/images/e1_000178.png,544,368
e1_000179,e1,000179,train,data/synthetic/train/images/e1_000179.png,data/real/train/images/e1_000179.png,544,368
e1_000180,e1,000180,train,data/synthetic/train/images/e1_000180.png,data/real/train/images/e1_000180.png,544,368
e1_000181,e1,000181,train,data/synthetic/train/images/e1_000181.png,data/real/train/images/e1_000181.png,544,368
e1_000182,e1,000182,train,data/synthetic/val/images/e1_000182.png,data/real/val/images/e1_000182.png,544,368
e1_000183,e1,000183,train,data/synthetic/train/images/e1_000183.png,data/real/train/images/e1_000183.png,544,368
e1_000184,e1,000184,train,data/synthetic/val/images/e1_000184.png,data/real/val/images/e1_000184.png,544,368
e1_000185,e1,000185,train,data/synthetic/train/images/e1_000185.png,data/real/train/images/e1_000185.png,544,368
e1_000186,e1,000186,train,data/synthetic/val/images/e1_000186.png,data/real/val/images/e1_000186.png,544,368
e1_000187,e1,000187,train,data/synthetic/val/images/e1_000187.png,data/real/val/images/e1_000187.png,544,368
e1_000188,e1,000188,train,data/synthetic/train/images/e1_000188.png,data/real/train/images/e1_000188.png,544,368
e1_000189,e1,000189,train,data/synthetic/train/images/e1_000189.png,data/real/train/images/e1_000189.png,544,368
e1_000190,e1,000190,train,data/synthetic/train/images/e1_000190.png,data/real/train/images/e1_000190.png,544,368
e1_000191,e1,000191,train,data/synthetic/val/images/e1_000191.png,data/real/val/images/e1_000191.png,544,368
e1_000192,e1,000192,train,data/synthetic/val/images/e1_000192.png,data/real/val/images/e1_000192.png,544,368
e1_000193,e1,000193,train,data/synthetic/train/images/e1_000193.png,data/real/train/images/e1_000193.png,544,368
e1_000194,e1,000194,train,data/synthetic/train/images/e1_000194.png,data/real/train/images/e1_000194.png,544,368
e1_000195,e1,000195,train,data/synthetic/val/images/e1_000195.png,data/real/val/images/e1_000195.png,544,368
e1_000196,e1,000196,train,data/synthetic/train/images/e1_000196.png,data/real/train/images/e1_000196.png,544,368
e1_000197,e1,000197,train,data/synthetic/train/images/e1_000197.png,data/real/train/images/e1_000197.png,544,368
e1_000198,e1,000198,train,data/synthetic/val/images/e1_000198.png,data/real/val/images/e1_000198.png,544,368
e1_000199,e1,000199,train,data/synthetic/train/images/e1_000199.png,data/real/train/images/e1_000199.png,544,368
e1_000200,e1,000200,train,data/synthetic/train/images/e1_000200.png,data/real/train/images/e1_000200.png,544,368
e1_000201,e1,000201,train,data/synthetic/train/images/e1_000201.png,data/real/train/images/e1_000201.png,544,368
e1_000202,e1,000202,train,data/synthetic/val/images/e1_000202.png,data/real/val/images/e1_000202.png,544,368
e1_000203,e1,000203,train,data/synthetic/train/images/e1_000203.png,data/real/train/images/e1_000203.png,544,368
e1_000204,e1,000204,train,data/synthetic/val/images/e1_000204.png,data/real/val/images/e1_000204.png,544,368
e1_000205,e1,000205,train,data/synthetic/train/images/e1_000205.png,data/real/train/images/e1_000205.png,544,368
e1_000206,e1,000206,train,data/synthetic/train/images/e1_000206.png,data/real/train/images/e1_000206.png,544,368
e1_000207,e1,000207,train,data/synthetic/train/images/e1_000207.png,data/real/train/images/e1_000207.png,544,368
e1_000208,e1,000208,train,data/synthetic/train/images/e1_000208.png,data/real/train/images/e1_000208.png,544,368
e1_000209,e1,000209,train,data/synthetic/train/images/e1_000209.png,data/real/train/images/e1_000209.png,544,368
e1_000210,e1,000210,train,data/synthetic/train/images/e1_000210.png,data/real/train/images/e1_000210.png,544,368
e1_000211,e1,000211,train,data/synthetic/val/images/e1_000211.png,data/real/val/images/e1_000211.png,544,368
e1_000212,e1,000212,train,data/synthetic/train/images/e1_000212.png,data/real/train/images/e1_000212.png,544,368
e1_000213,e1,000213,train,data/synthetic/train/images/e1_000213.png,data/real/train/images/e1_000213.png,544,368
e1_000214,e1,000214,train,data/synthetic/train/images/e1_000214.png,data/real/train/images/e1_000214.png,544,368
e1_000215,e1,000215,train,data/synthetic/val/images/e1_000215.png,data/real/val/images/e1_000215.png,544,368
e1_000216,e1,000216,train,data/synthetic/train/images/e1_000216.png,data/real/train/images/e1_000216.png,544,368
e1_000217,e1,000217,train,data/synthetic/train/images/e1_000217.png,data/real/train/images/e1_000217.png,544,368
e1_000218,e1,000218,train,data/synthetic/val/images/e1_000218.png,data/real/val/images/e1_000218.png,544,368
e1_000219,e1,000219,train,data/synthetic/val/images/e1_000219.png,data/real/val/images/e1_000219.png,544,368
e1_000220,e1,000220,train,data/synthetic/val/images/e1_000220.png,data/real/val/images/e1_000220.png,544,368
e1_000221,e1,000221,train,data/synthetic/train/images/e1_000221.png,data/real/train/images/e1_000221.png,544,368
e1_000222,e1,000222,train,data/synthetic/train/images/e1_000222.png,data/real/train/images/e1_000222.png,544,368
e1_000223,e1,000223,train,data/synthetic/val/images/e1_000223.png,data/real/val/images/e1_000223.png,544,368
e1_000224,e1,000224,train,data/synthetic/val/images/e1_000224.png,data/real/val/images/e1_000224.png,544,368
e1_000225,e1,000225,train,data/synthetic/train/images/e1_000225.png,data/real/train/images/e1_000225.png,544,368
e1_000226,e1,000226,train,data/synthetic/train/images/e1_000226.png,data/real/train/images/e1_000226.png,544,368
e1_000227,e1,000227,train,data/synthetic/val/images/e1_000227.png,data/real/val/images/e1_000227.png,544,368
e1_000228,e1,000228,train,data/synthetic/train/images/e1_000228.png,data/real/train/images/e1_000228.png,544,368
e1_000229,e1,000229,train,data/synthetic/train/images/e1_000229.png,data/real/train/images/e1_000229.png,544,368
e1_000230,e1,000230,train,data/synthetic/train/images/e1_000230.png,data/real/train/images/e1_000230.png,544,368
e1_000231,e1,000231,train,data/synthetic/val/images/e1_000231.png,data/real/val/images/e1_000231.png,544,368
e1_000232,e1,000232,train,data/synthetic/train/images/e1_000232.png,data/real/train/images/e1_000232.png,544,368
e1_000233,e1,000233,train,data/synthetic/val/images/e1_000233.png,data/real/val/images/e1_000233.png,544,368
e1_000234,e1,000234,train,data/synthetic/train/images/e1_000234.png,data/real/train/images/e1_000234.png,544,368
e1_000235,e1,000235,train,data/synthetic/train/images/e1_000235.png,data/real/train/images/e1_000235.png,544,368
e1_000236,e1,000236,train,data/synthetic/train/images/e1_000236.png,data/real/train/images/e1_000236.png,544,368
e1_000237,e1,000237,train,data/synthetic/train/images/e1_000237.png,data/real/train/images/e1_000237.png,544,368
e1_000238,e1,000238,train,data/synthetic/train/images/e1_000238.png,data/real/train/images/e1_000238.png,544,368
e1_000239,e1,000239,train,data/synthetic/train/images/e1_000239.png,data/real/train/images/e1_000239.png,544,368
e1_000240,e1,000240,train,data/synthetic/train/images/e1_000240.png,data/real/train/images/e1_000240.png,544,368
e1_000241,e1,000241,train,data/synthetic/val/images/e1_000241.png,data/real/val/images/e1_000241.png,544,368
e1_000242,e1,000242,train,data/synthetic/train/images/e1_000242.png,data/real/train/images/e1_000242.png,544,368
e1_000243,e1,000243,train,data/synthetic/train/images/e1_000243.png,data/real/train/images/e1_000243.png,544,368
e1_000244,e1,000244,train,data/synthetic/train/images/e1_000244.png,data/real/train/images/e1_000244.png,544,368
e1_000245,e1,000245,train,data/synthetic/train/images/e1_000245.png,data/real/train/images/e1_000245.png,544,368
e1_000246,e1,000246,train,data/synthetic/train/images/e1_000246.png,data/real/train/images/e1_000246.png,544,368
e1_000247,e1,000247,train,data/synthetic/val/images/e1_000247.png,data/real/val/images/e1_000247.png,544,368
e1_000248,e1,000248,train,data/synthetic/train/images/e1_000248.png,data/real/train/images/e1_000248.png,544,368
e1_000249,e1,000249,train,data/synthetic/train/images/e1_000249.png,data/real/train/images/e1_000249.png,544,368
e1_000250,e1,000250,train,data/synthetic/train/images/e1_000250.png,data/real/train/images/e1_000250.png,544,368
e1_000251,e1,000251,train,data/synthetic/train/images/e1_000251.png,data/real/train/images/e1_000251.png,544,368
e1_000252,e1,000252,train,data/synthetic/train/images/e1_000252.png,data/real/train/images/e1_000252.png,544,368
e1_000253,e1,000253,train,data/synthetic/val/images/e1_000253.png,data/real/val/images/e1_000253.png,544,368
e1_000254,e1,000254,train,data/synthetic/val/images/e1_000254.png,data/real/val/images/e1_000254.png,544,368
e1_000255,e1,000255,train,data/synthetic/train/images/e1_000255.png,data/real/train/images/e1_000255.png,544,368
e1_000256,e1,000256,train,data/synthetic/train/images/e1_000256.png,data/real/train/images/e1_000256.png,544,368
e1_000257,e1,000257,train,data/synthetic/train/images/e1_000257.png,data/real/train/images/e1_000257.png,544,368
e1_000258,e1,000258,train,data/synthetic/train/images/e1_000258.png,data/real/train/images/e1_000258.png,544,368
e1_000259,e1,000259,train,data/synthetic/val/images/e1_000259.png,data/real/val/images/e1_000259.png,544,368
e1_000260,e1,000260,train,data/synthetic/val/images/e1_000260.png,data/real/val/images/e1_000260.png,544,368
e1_000261,e1,000261,train,data/synthetic/train/images/e1_000261.png,data/real/train/images/e1_000261.png,544,368
e1_000262,e1,000262,train,data/synthetic/train/images/e1_000262.png,data/real/train/images/e1_000262.png,544,368
